idNumber;IdentificationType;Identification;DV;PartyTaxLevelCode;PersonTypeID;RegistrationName;PersonFirstName;PersonMiddleName;PersonFamilyName;PersonFamilyName2;CityID;RegionID;AddressLine;Telephone;Email;WebSiteURI;InvoiceAuthorizationNumber;PreinvoiceNumber; DaysOff;Prefix;InvoiceNumber;IssueDate;ItemCode;Name;Quantity;Price;Amount;MeasureUnitCode;Discount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;AdditionalItemPropertyList;AdditionalFields;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;PaymentTypeID; PaymentMethodNote;CurrencyCode;LineExtensionAmount;TaxExclusiveAmount;PayableAmount;Note;       Codigo CIIU;Fax;        Tasa Cambio;Calidad contribuyente;        Código cliente; SUC;Peso;    Concepto;Guia;   pedido de;Concepto o Referencia;proveedor;AWB BL;       No  AWB O BL;declaracion no;periodo;observaciones;de;documento no;  valor mercancia;Valor en letras;Subtotal Ingresos Terceros;Subtotal Ingresos Propios;Subtotal Ingresos Propios Excluido;Subtotal Ingresos Propios Gravados;advancepayment;saldo a favor; AttachmentQuantity;Tipo de Ingreso;Bruto Extranjera;IVA Extranjera;  RTE Extranjera;  Campo Libre;     Cod Pais; Nombre Pais;Cod ISO;   FEC VTO; OBSERVACIONES
860.536.003  ;31           ;0000900164399;1;2         ;1         ;RITTAL COLOMBIA SAS                                                                                 ;                                                  ;                                                  ;                                                  ;                                                  ;25286     ;25        ;AUT BOGOTA - MLL KM 7 PAR EMPRESARIAL CELTA BG 1  ;00007442506;facturacion@rittal.com.co|facturacion@rittal.com.co                                                 ;                                                  ;18764004067561 ;0000018437;044;BGT ;00000184376    ;20210727;01016                         ;IngTer-1041255005/     LICENCIA  IMPORTACION  VUCE;000000001.00;000000030000.00;000000030000.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000001783646.00;000000338893.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000046443493.00;000046782386.00;000046782386.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;1041255005/     LICENCIA  IMPORTACION  VUCE       ;439911172211                  ;310766641                     ;310766641                     ;RITTAL GMBH & C     ;                    ;                    ;                    ;                    ;439911172211                  ;                    ;                                                  ;                 ;CUARENTA Y SEIS MILLONES SETECIENTOS OCHENTA Y DOS MIL TRESCIENTOS OCHENTA Y SEIS PESOS MCTE                                                          ;000044659847;000001783646;000000000000;000001783646;00000000000000;00000000000000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210911;VALOR DE ANTICIPO RECIBIDO:$60.628.000'EL CUAL ES CRUZADO CON LA NOTA No.1000'SALDO A FAVOR DE ESTA FACTURA:$13.845.614'NAC: 403622|
860.536.003  ;31           ;0000900164399;1;2         ;1         ;RITTAL COLOMBIA SAS                                                                                 ;                                                  ;                                                  ;                                                  ;                                                  ;25286     ;25        ;AUT BOGOTA - MLL KM 7 PAR EMPRESARIAL CELTA BG 1  ;00007442506;facturacion@rittal.com.co|facturacion@rittal.com.co                                                 ;                                                  ;18764004067561 ;0000018437;044;BGT ;00000184376    ;20210727;01016                         ;IngTer-  1041967534/   LICENCIA  IMPORTACION  VUCE;000000001.00;000000090000.00;000000090000.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000001783646.00;000000338893.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000046443493.00;000046782386.00;000046782386.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;  1041967534/   LICENCIA  IMPORTACION  VUCE       ;439911172211                  ;310766641                     ;310766641                     ;RITTAL GMBH & C     ;                    ;                    ;                    ;                    ;439911172211                  ;                    ;                                                  ;                 ;CUARENTA Y SEIS MILLONES SETECIENTOS OCHENTA Y DOS MIL TRESCIENTOS OCHENTA Y SEIS PESOS MCTE                                                          ;000044659847;000001783646;000000000000;000001783646;00000000000000;00000000000000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210911;VALOR DE ANTICIPO RECIBIDO:$60.628.000'EL CUAL ES CRUZADO CON LA NOTA No.1000'SALDO A FAVOR DE ESTA FACTURA:$13.845.614'NAC: 403622|
860.536.003  ;31           ;0000900164399;1;2         ;1         ;RITTAL COLOMBIA SAS                                                                                 ;                                                  ;                                                  ;                                                  ;                                                  ;25286     ;25        ;AUT BOGOTA - MLL KM 7 PAR EMPRESARIAL CELTA BG 1  ;00007442506;facturacion@rittal.com.co|facturacion@rittal.com.co                                                 ;                                                  ;18764004067561 ;0000018437;044;BGT ;00000184376    ;20210727;01016                         ;IngTer- 1042071043/    LICENCIA  IMPORTACION  VUCE;000000001.00;000000060000.00;000000060000.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000001783646.00;000000338893.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000046443493.00;000046782386.00;000046782386.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ; 1042071043/    LICENCIA  IMPORTACION  VUCE       ;439911172211                  ;310766641                     ;310766641                     ;RITTAL GMBH & C     ;                    ;                    ;                    ;                    ;439911172211                  ;                    ;                                                  ;                 ;CUARENTA Y SEIS MILLONES SETECIENTOS OCHENTA Y DOS MIL TRESCIENTOS OCHENTA Y SEIS PESOS MCTE                                                          ;000044659847;000001783646;000000000000;000001783646;00000000000000;00000000000000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210911;VALOR DE ANTICIPO RECIBIDO:$60.628.000'EL CUAL ES CRUZADO CON LA NOTA No.1000'SALDO A FAVOR DE ESTA FACTURA:$13.845.614'NAC: 403622|
860.536.003  ;31           ;0000900164399;1;2         ;1         ;RITTAL COLOMBIA SAS                                                                                 ;                                                  ;                                                  ;                                                  ;                                                  ;25286     ;25        ;AUT BOGOTA - MLL KM 7 PAR EMPRESARIAL CELTA BG 1  ;00007442506;facturacion@rittal.com.co|facturacion@rittal.com.co                                                 ;                                                  ;18764004067561 ;0000018437;044;BGT ;00000184376    ;20210727;01006                         ;IngTer-COLTRANS 1007915/ MANEJO                   ;000000001.00;000001734579.00;000001734579.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000001783646.00;000000338893.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000046443493.00;000046782386.00;000046782386.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;COLTRANS 1007915/ MANEJO                          ;439911172211                  ;310766641                     ;310766641                     ;RITTAL GMBH & C     ;                    ;                    ;                    ;                    ;439911172211                  ;                    ;                                                  ;                 ;CUARENTA Y SEIS MILLONES SETECIENTOS OCHENTA Y DOS MIL TRESCIENTOS OCHENTA Y SEIS PESOS MCTE                                                          ;000044659847;000001783646;000000000000;000001783646;00000000000000;00000000000000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210911;VALOR DE ANTICIPO RECIBIDO:$60.628.000'EL CUAL ES CRUZADO CON LA NOTA No.1000'SALDO A FAVOR DE ESTA FACTURA:$13.845.614'NAC: 403622|
860.536.003  ;31           ;0000900164399;1;2         ;1         ;RITTAL COLOMBIA SAS                                                                                 ;                                                  ;                                                  ;                                                  ;                                                  ;25286     ;25        ;AUT BOGOTA - MLL KM 7 PAR EMPRESARIAL CELTA BG 1  ;00007442506;facturacion@rittal.com.co|facturacion@rittal.com.co                                                 ;                                                  ;18764004067561 ;0000018437;044;BGT ;00000184376    ;20210727;01004                         ;IngTer-REPREMUNDO 53303/ALMACENAMIENTO            ;000000001.00;000001247340.00;000001247340.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000001783646.00;000000338893.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000046443493.00;000046782386.00;000046782386.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;REPREMUNDO 53303/ALMACENAMIENTO                   ;439911172211                  ;310766641                     ;310766641                     ;RITTAL GMBH & C     ;                    ;                    ;                    ;                    ;439911172211                  ;                    ;                                                  ;                 ;CUARENTA Y SEIS MILLONES SETECIENTOS OCHENTA Y DOS MIL TRESCIENTOS OCHENTA Y SEIS PESOS MCTE                                                          ;000044659847;000001783646;000000000000;000001783646;00000000000000;00000000000000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210911;VALOR DE ANTICIPO RECIBIDO:$60.628.000'EL CUAL ES CRUZADO CON LA NOTA No.1000'SALDO A FAVOR DE ESTA FACTURA:$13.845.614'NAC: 403622|
860.536.003  ;31           ;0000900164399;1;2         ;1         ;RITTAL COLOMBIA SAS                                                                                 ;                                                  ;                                                  ;                                                  ;                                                  ;25286     ;25        ;AUT BOGOTA - MLL KM 7 PAR EMPRESARIAL CELTA BG 1  ;00007442506;facturacion@rittal.com.co|facturacion@rittal.com.co                                                 ;                                                  ;18764004067561 ;0000018437;044;BGT ;00000184376    ;20210727;01001                         ;IngTer-IMPUESTO DECLARAC.ADUANAS-ARANCEL          ;000000001.00;000000946000.00;000000946000.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000001783646.00;000000338893.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000046443493.00;000046782386.00;000046782386.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;IMPUESTO DECLARAC.ADUANAS-ARANCEL                 ;439911172211                  ;310766641                     ;310766641                     ;RITTAL GMBH & C     ;                    ;                    ;                    ;                    ;439911172211                  ;                    ;                                                  ;                 ;CUARENTA Y SEIS MILLONES SETECIENTOS OCHENTA Y DOS MIL TRESCIENTOS OCHENTA Y SEIS PESOS MCTE                                                          ;000044659847;000001783646;000000000000;000001783646;00000000000000;00000000000000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210911;VALOR DE ANTICIPO RECIBIDO:$60.628.000'EL CUAL ES CRUZADO CON LA NOTA No.1000'SALDO A FAVOR DE ESTA FACTURA:$13.845.614'NAC: 403622|
860.536.003  ;31           ;0000900164399;1;2         ;1         ;RITTAL COLOMBIA SAS                                                                                 ;                                                  ;                                                  ;                                                  ;                                                  ;25286     ;25        ;AUT BOGOTA - MLL KM 7 PAR EMPRESARIAL CELTA BG 1  ;00007442506;facturacion@rittal.com.co|facturacion@rittal.com.co                                                 ;                                                  ;18764004067561 ;0000018437;044;BGT ;00000184376    ;20210727;01002                         ;IngTer-IMPUESTO DECLARACION ADUANAS - IVA         ;000000001.00;000040374000.00;000040374000.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000001783646.00;000000338893.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000046443493.00;000046782386.00;000046782386.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;IMPUESTO DECLARACION ADUANAS - IVA                ;439911172211                  ;310766641                     ;310766641                     ;RITTAL GMBH & C     ;                    ;                    ;                    ;                    ;439911172211                  ;                    ;                                                  ;                 ;CUARENTA Y SEIS MILLONES SETECIENTOS OCHENTA Y DOS MIL TRESCIENTOS OCHENTA Y SEIS PESOS MCTE                                                          ;000044659847;000001783646;000000000000;000001783646;00000000000000;00000000000000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210911;VALOR DE ANTICIPO RECIBIDO:$60.628.000'EL CUAL ES CRUZADO CON LA NOTA No.1000'SALDO A FAVOR DE ESTA FACTURA:$13.845.614'NAC: 403622|
860.536.003  ;31           ;0000900164399;1;2         ;1         ;RITTAL COLOMBIA SAS                                                                                 ;                                                  ;                                                  ;                                                  ;                                                  ;25286     ;25        ;AUT BOGOTA - MLL KM 7 PAR EMPRESARIAL CELTA BG 1  ;00007442506;facturacion@rittal.com.co|facturacion@rittal.com.co                                                 ;                                                  ;18764004067561 ;0000018437;044;BGT ;00000184376    ;20210727;01030                         ;IngTer-VR.4x1000 Ley 863 dic.29/2003 S$44.481.919 ;000000001.00;000000177928.00;000000177928.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000001783646.00;000000338893.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000046443493.00;000046782386.00;000046782386.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;VR.4x1000 Ley 863 dic.29/2003 S$44.481.919        ;439911172211                  ;310766641                     ;310766641                     ;RITTAL GMBH & C     ;                    ;                    ;                    ;                    ;439911172211                  ;                    ;                                                  ;                 ;CUARENTA Y SEIS MILLONES SETECIENTOS OCHENTA Y DOS MIL TRESCIENTOS OCHENTA Y SEIS PESOS MCTE                                                          ;000044659847;000001783646;000000000000;000001783646;00000000000000;00000000000000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210911;VALOR DE ANTICIPO RECIBIDO:$60.628.000'EL CUAL ES CRUZADO CON LA NOTA No.1000'SALDO A FAVOR DE ESTA FACTURA:$13.845.614'NAC: 403622|
860.536.003  ;31           ;0000900164399;1;2         ;1         ;RITTAL COLOMBIA SAS                                                                                 ;                                                  ;                                                  ;                                                  ;                                                  ;25286     ;25        ;AUT BOGOTA - MLL KM 7 PAR EMPRESARIAL CELTA BG 1  ;00007442506;facturacion@rittal.com.co|facturacion@rittal.com.co                                                 ;                                                  ;18764004067561 ;0000018437;044;BGT ;00000184376    ;20210727;02003                         ;IngPro-SERV AGENCIAMIENTO INTEGRAL $211.556.203   ;000000001.00;000000359646.00;000000359646.00;NPT       ;          ;01;False     ;019.00;000000359646.00;000000068333.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000001783646.00;000000338893.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000046443493.00;000046782386.00;000046782386.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;SERV AGENCIAMIENTO INTEGRAL $211.556.203          ;439911172211                  ;310766641                     ;310766641                     ;RITTAL GMBH & C     ;                    ;                    ;                    ;                    ;439911172211                  ;                    ;                                                  ;                 ;CUARENTA Y SEIS MILLONES SETECIENTOS OCHENTA Y DOS MIL TRESCIENTOS OCHENTA Y SEIS PESOS MCTE                                                          ;000044659847;000001783646;000000000000;000001783646;00000000000000;00000000000000;                                                  ;Propioos                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210911;VALOR DE ANTICIPO RECIBIDO:$60.628.000'EL CUAL ES CRUZADO CON LA NOTA No.1000'SALDO A FAVOR DE ESTA FACTURA:$13.845.614'NAC: 403622|
860.536.003  ;31           ;0000900164399;1;2         ;1         ;RITTAL COLOMBIA SAS                                                                                 ;                                                  ;                                                  ;                                                  ;                                                  ;25286     ;25        ;AUT BOGOTA - MLL KM 7 PAR EMPRESARIAL CELTA BG 1  ;00007442506;facturacion@rittal.com.co|facturacion@rittal.com.co                                                 ;                                                  ;18764004067561 ;0000018437;044;BGT ;00000184376    ;20210727;02004                         ;IngPro-VR.GASTOS VARIOS                           ;000000001.00;000000060000.00;000000060000.00;NPT       ;          ;01;False     ;019.00;000000060000.00;000000011400.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000001783646.00;000000338893.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000046443493.00;000046782386.00;000046782386.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;VR.GASTOS VARIOS                                  ;439911172211                  ;310766641                     ;310766641                     ;RITTAL GMBH & C     ;                    ;                    ;                    ;                    ;439911172211                  ;                    ;                                                  ;                 ;CUARENTA Y SEIS MILLONES SETECIENTOS OCHENTA Y DOS MIL TRESCIENTOS OCHENTA Y SEIS PESOS MCTE                                                          ;000044659847;000001783646;000000000000;000001783646;00000000000000;00000000000000;                                                  ;Propioos                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210911;VALOR DE ANTICIPO RECIBIDO:$60.628.000'EL CUAL ES CRUZADO CON LA NOTA No.1000'SALDO A FAVOR DE ESTA FACTURA:$13.845.614'NAC: 403622|
