idNumber;IdentificationType;Identification;DV;PartyTaxLevelCode;PersonTypeID;RegistrationName;PersonFirstName;PersonMiddleName;PersonFamilyName;PersonFamilyName2;CityID;RegionID;AddressLine;Telephone;Email;WebSiteURI;InvoiceAuthorizationNumber;PreinvoiceNumber; DaysOff;Prefix;InvoiceNumber;IssueDate;ItemCode;Name;Quantity;Price;Amount;MeasureUnitCode;Discount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;AdditionalItemPropertyList;AdditionalFields;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;Id; TaxEvidenceIndicator;Percent; TaxableAmount;TaxAmount;PaymentTypeID; PaymentMethodNote;CurrencyCode;LineExtensionAmount;TaxExclusiveAmount;PayableAmount;Note;       Codigo CIIU;Fax;        Tasa Cambio;Calidad contribuyente;        Código cliente; SUC;Peso;    Concepto;Guia;   pedido de;Concepto o Referencia;proveedor;AWB BL;       No  AWB O BL;declaracion no;periodo;observaciones;de;documento no;  valor mercancia;Valor en letras;Subtotal Ingresos Terceros;Subtotal Ingresos Propios;Subtotal Ingresos Propios Excluido;Subtotal Ingresos Propios Gravados;advancepayment;saldo a favor; AttachmentQuantity;Tipo de Ingreso;Bruto Extranjera;IVA Extranjera;  RTE Extranjera;  Campo Libre;     Cod Pais; Nombre Pais;Cod ISO;   FEC VTO; OBSERVACIONES
860.536.003  ;31           ;0000900941092;1;2         ;1         ;INTERPHARMA DE COLOMBIA S.A.S                                                                       ;                                                  ;                                                  ;                                                  ;                                                  ;11001     ;11        ;AC 24  95  12  BG 13                              ;00004284290;importaciones@comercialquimica.com.co|importaciones@comercialquimica.com.co                         ;                                                  ;18763002723655 ;0000009364;014;BUN ;00000093644    ;20210727;01016                         ;IngTer-1051215697/     LICENCIA  IMPORTACION  VUCE;000000001.00;000000060000.00;000000060000.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000000715362.00;000000135919.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000014534274.00;000014670193.00;000002439193.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;1051215697/     LICENCIA  IMPORTACION  VUCE       ;109212331215                  ;IMP 197                       ;IMP 197                       ;BIESTERFELD INT     ;                    ;                    ;                    ;                    ;109212331215                  ;                    ;                                                  ;                 ;DOS MILLONES CUATROCIENTOS TREINTA Y NUEVE MIL CIENTO NOVENTA Y TRES PESOS MCTE                                                                       ;000013818912;000000715362;000000000000;000000715362;00001223100000;00001223100000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210811;NAC: 404890|
860.536.003  ;31           ;0000900941092;1;2         ;1         ;INTERPHARMA DE COLOMBIA S.A.S                                                                       ;                                                  ;                                                  ;                                                  ;                                                  ;11001     ;11        ;AC 24  95  12  BG 13                              ;00004284290;importaciones@comercialquimica.com.co|importaciones@comercialquimica.com.co                         ;                                                  ;18763002723655 ;0000009364;014;BUN ;00000093644    ;20210727;01023                         ;IngTer-INVIMA 1052294118                          ;000000001.00;000000065356.00;000000065356.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000000715362.00;000000135919.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000014534274.00;000014670193.00;000002439193.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;INVIMA 1052294118                                 ;109212331215                  ;IMP 197                       ;IMP 197                       ;BIESTERFELD INT     ;                    ;                    ;                    ;                    ;109212331215                  ;                    ;                                                  ;                 ;DOS MILLONES CUATROCIENTOS TREINTA Y NUEVE MIL CIENTO NOVENTA Y TRES PESOS MCTE                                                                       ;000013818912;000000715362;000000000000;000000715362;00001223100000;00001223100000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210811;NAC: 404890|
860.536.003  ;31           ;0000900941092;1;2         ;1         ;INTERPHARMA DE COLOMBIA S.A.S                                                                       ;                                                  ;                                                  ;                                                  ;                                                  ;11001     ;11        ;AC 24  95  12  BG 13                              ;00004284290;importaciones@comercialquimica.com.co|importaciones@comercialquimica.com.co                         ;                                                  ;18763002723655 ;0000009364;014;BUN ;00000093644    ;20210727;01003                         ;IngTer-TCBUEN 11960525/USO INSTALACIONES          ;000000001.00;000000687507.00;000000687507.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000000715362.00;000000135919.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000014534274.00;000014670193.00;000002439193.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;TCBUEN 11960525/USO INSTALACIONES                 ;109212331215                  ;IMP 197                       ;IMP 197                       ;BIESTERFELD INT     ;                    ;                    ;                    ;                    ;109212331215                  ;                    ;                                                  ;                 ;DOS MILLONES CUATROCIENTOS TREINTA Y NUEVE MIL CIENTO NOVENTA Y TRES PESOS MCTE                                                                       ;000013818912;000000715362;000000000000;000000715362;00001223100000;00001223100000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210811;NAC: 404890|
860.536.003  ;31           ;0000900941092;1;2         ;1         ;INTERPHARMA DE COLOMBIA S.A.S                                                                       ;                                                  ;                                                  ;                                                  ;                                                  ;11001     ;11        ;AC 24  95  12  BG 13                              ;00004284290;importaciones@comercialquimica.com.co|importaciones@comercialquimica.com.co                         ;                                                  ;18763002723655 ;0000009364;014;BUN ;00000093644    ;20210727;01004                         ;IngTer-TCBUEN 11960526/ALMACENAMIENTO             ;000000001.00;000000749994.00;000000749994.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000000715362.00;000000135919.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000014534274.00;000014670193.00;000002439193.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;TCBUEN 11960526/ALMACENAMIENTO                    ;109212331215                  ;IMP 197                       ;IMP 197                       ;BIESTERFELD INT     ;                    ;                    ;                    ;                    ;109212331215                  ;                    ;                                                  ;                 ;DOS MILLONES CUATROCIENTOS TREINTA Y NUEVE MIL CIENTO NOVENTA Y TRES PESOS MCTE                                                                       ;000013818912;000000715362;000000000000;000000715362;00001223100000;00001223100000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210811;NAC: 404890|
860.536.003  ;31           ;0000900941092;1;2         ;1         ;INTERPHARMA DE COLOMBIA S.A.S                                                                       ;                                                  ;                                                  ;                                                  ;                                                  ;11001     ;11        ;AC 24  95  12  BG 13                              ;00004284290;importaciones@comercialquimica.com.co|importaciones@comercialquimica.com.co                         ;                                                  ;18763002723655 ;0000009364;014;BUN ;00000093644    ;20210727;01002                         ;IngTer-IMPUESTO DECLARACION ADUANAS - IVA         ;000000001.00;000012201000.00;000012201000.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000000715362.00;000000135919.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000014534274.00;000014670193.00;000002439193.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;IMPUESTO DECLARACION ADUANAS - IVA                ;109212331215                  ;IMP 197                       ;IMP 197                       ;BIESTERFELD INT     ;                    ;                    ;                    ;                    ;109212331215                  ;                    ;                                                  ;                 ;DOS MILLONES CUATROCIENTOS TREINTA Y NUEVE MIL CIENTO NOVENTA Y TRES PESOS MCTE                                                                       ;000013818912;000000715362;000000000000;000000715362;00001223100000;00001223100000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210811;NAC: 404890|
860.536.003  ;31           ;0000900941092;1;2         ;1         ;INTERPHARMA DE COLOMBIA S.A.S                                                                       ;                                                  ;                                                  ;                                                  ;                                                  ;11001     ;11        ;AC 24  95  12  BG 13                              ;00004284290;importaciones@comercialquimica.com.co|importaciones@comercialquimica.com.co                         ;                                                  ;18763002723655 ;0000009364;014;BUN ;00000093644    ;20210727;01030                         ;IngTer-VR.4x1000 Ley 863 dic.29/2003 S$13.763.857 ;000000001.00;000000055055.00;000000055055.00;NPT       ;          ;01;False     ;000.00;000000000000.00;000000000000.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000000715362.00;000000135919.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000014534274.00;000014670193.00;000002439193.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;VR.4x1000 Ley 863 dic.29/2003 S$13.763.857        ;109212331215                  ;IMP 197                       ;IMP 197                       ;BIESTERFELD INT     ;                    ;                    ;                    ;                    ;109212331215                  ;                    ;                                                  ;                 ;DOS MILLONES CUATROCIENTOS TREINTA Y NUEVE MIL CIENTO NOVENTA Y TRES PESOS MCTE                                                                       ;000013818912;000000715362;000000000000;000000715362;00001223100000;00001223100000;                                                  ;Terceros                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210811;NAC: 404890|
860.536.003  ;31           ;0000900941092;1;2         ;1         ;INTERPHARMA DE COLOMBIA S.A.S                                                                       ;                                                  ;                                                  ;                                                  ;                                                  ;11001     ;11        ;AC 24  95  12  BG 13                              ;00004284290;importaciones@comercialquimica.com.co|importaciones@comercialquimica.com.co                         ;                                                  ;18763002723655 ;0000009364;014;BUN ;00000093644    ;20210727;02003                         ;IngPro-SERV AGENCIAMIENTO INTEGRAL $180.144.671   ;000000001.00;000000450362.00;000000450362.00;NPT       ;          ;01;False     ;019.00;000000450362.00;000000085569.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000000715362.00;000000135919.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000014534274.00;000014670193.00;000002439193.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;SERV AGENCIAMIENTO INTEGRAL $180.144.671          ;109212331215                  ;IMP 197                       ;IMP 197                       ;BIESTERFELD INT     ;                    ;                    ;                    ;                    ;109212331215                  ;                    ;                                                  ;                 ;DOS MILLONES CUATROCIENTOS TREINTA Y NUEVE MIL CIENTO NOVENTA Y TRES PESOS MCTE                                                                       ;000013818912;000000715362;000000000000;000000715362;00001223100000;00001223100000;                                                  ;Propioos                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210811;NAC: 404890|
860.536.003  ;31           ;0000900941092;1;2         ;1         ;INTERPHARMA DE COLOMBIA S.A.S                                                                       ;                                                  ;                                                  ;                                                  ;                                                  ;11001     ;11        ;AC 24  95  12  BG 13                              ;00004284290;importaciones@comercialquimica.com.co|importaciones@comercialquimica.com.co                         ;                                                  ;18763002723655 ;0000009364;014;BUN ;00000093644    ;20210727;02004                         ;IngPro-VR.GASTOS VARIOS                           ;000000001.00;000000085000.00;000000085000.00;NPT       ;          ;01;False     ;019.00;000000085000.00;000000016150.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000000715362.00;000000135919.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000014534274.00;000014670193.00;000002439193.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;VR.GASTOS VARIOS                                  ;109212331215                  ;IMP 197                       ;IMP 197                       ;BIESTERFELD INT     ;                    ;                    ;                    ;                    ;109212331215                  ;                    ;                                                  ;                 ;DOS MILLONES CUATROCIENTOS TREINTA Y NUEVE MIL CIENTO NOVENTA Y TRES PESOS MCTE                                                                       ;000013818912;000000715362;000000000000;000000715362;00001223100000;00001223100000;                                                  ;Propioos                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210811;NAC: 404890|
860.536.003  ;31           ;0000900941092;1;2         ;1         ;INTERPHARMA DE COLOMBIA S.A.S                                                                       ;                                                  ;                                                  ;                                                  ;                                                  ;11001     ;11        ;AC 24  95  12  BG 13                              ;00004284290;importaciones@comercialquimica.com.co|importaciones@comercialquimica.com.co                         ;                                                  ;18763002723655 ;0000009364;014;BUN ;00000093644    ;20210727;02009                         ;IngPro-VR.ELAB.DECLARAC. IMPORTAC Y/O VALOR*6     ;000000001.00;000000090000.00;000000090000.00;NPT       ;          ;01;False     ;019.00;000000090000.00;000000017100.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000000715362.00;000000135919.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000014534274.00;000014670193.00;000002439193.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;VR.ELAB.DECLARAC. IMPORTAC Y/O VALOR*6            ;109212331215                  ;IMP 197                       ;IMP 197                       ;BIESTERFELD INT     ;                    ;                    ;                    ;                    ;109212331215                  ;                    ;                                                  ;                 ;DOS MILLONES CUATROCIENTOS TREINTA Y NUEVE MIL CIENTO NOVENTA Y TRES PESOS MCTE                                                                       ;000013818912;000000715362;000000000000;000000715362;00001223100000;00001223100000;                                                  ;Propioos                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210811;NAC: 404890|
860.536.003  ;31           ;0000900941092;1;2         ;1         ;INTERPHARMA DE COLOMBIA S.A.S                                                                       ;                                                  ;                                                  ;                                                  ;                                                  ;11001     ;11        ;AC 24  95  12  BG 13                              ;00004284290;importaciones@comercialquimica.com.co|importaciones@comercialquimica.com.co                         ;                                                  ;18763002723655 ;0000009364;014;BUN ;00000093644    ;20210727;02005                         ;IngPro-VR.ELAB.REGISTROS Y/O LICENCIAS IMPORTACION;000000001.00;000000090000.00;000000090000.00;NPT       ;          ;01;False     ;019.00;000000090000.00;000000017100.00;04;False     ;000.00;000000000000.00;000000000000.00;02;False     ;000.00;000000000000.00;000000000000.00;Null                ;Null                ;01;False     ;019.00;000000715362.00;000000135919.00;04;False     ;000.00;000000000000.00;000000000000.00;03;False     ;000.00;000000000000.00;000000000000.00;01;False     ;000.00;000000000000.00;000000000000.00;42        ;          ;COP ;000014534274.00;000014670193.00;000002439193.00;          ;5229;00004222377;000000000000.00;AUTORETENEDORES DE RENTA SEGUN RESOLUCION 6105 DEL 26 JUN 2015                  ;                    ;                    ;               ;VR.ELAB.REGISTROS Y/O LICENCIAS IMPORTACION x VUCE;109212331215                  ;IMP 197                       ;IMP 197                       ;BIESTERFELD INT     ;                    ;                    ;                    ;                    ;109212331215                  ;                    ;                                                  ;                 ;DOS MILLONES CUATROCIENTOS TREINTA Y NUEVE MIL CIENTO NOVENTA Y TRES PESOS MCTE                                                                       ;000013818912;000000715362;000000000000;000000715362;00001223100000;00001223100000;                                                  ;Propioos                                          ;000000000000.00;000000000000.00;000000000000.00;000000000000000;0169;COLOMBIA                                          ;CO ;20210811;NAC: 404890|
